,institution,school_name,city,institution_state,degree_level,degree_type,grad_cohort,grad_cohort_years,y1_p25_earnings,y1_p50_earnings,y1_p75_earnings,y1_grads_earn,y5_p25_earnings,y5_p50_earnings,y5_p75_earnings,y5_grads_earn,y10_p25_earnings,y10_p50_earnings,y10_p75_earnings,y10_grads_earn,y1_ipeds_count,y5_ipeds_count,y10_ipeds_count
2071,284300,SUNY College at Cortland,Cortland,NY,5,Baccalaureate,0,3,18582.0,24257.0,32284.0,520.0,28985.0,39600.0,51982.0,516.0,34420.0,50105.0,69976.0,208.0,935.0,718.0,369.0
2073,284300,SUNY College at Cortland,Cortland,NY,5,Baccalaureate,0,3,20263.0,27430.0,36614.0,1092.0,32831.0,44314.0,58892.0,893.0,38439.0,54505.0,77806.0,361.0,2481.0,2013.0,844.0
2078,284300,SUNY College at Cortland,Cortland,NY,5,Baccalaureate,0,3,18235.0,24723.0,33672.0,345.0,30919.0,45195.0,58572.0,293.0,45305.0,61020.0,85096.0,90.0,538.0,334.0,113.0
2080,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,18859.0,25529.0,33497.0,1004.0,30205.0,40173.0,53289.0,813.0,35664.0,51607.0,70179.0,370.0,1555.0,1183.0,630.0
2081,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,18478.0,24228.0,34259.0,59.0,26933.0,35772.0,47699.0,73.0,33993.0,43798.0,58402.0,30.0,140.0,114.0,55.0
2083,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,18433.0,25552.0,36421.0,2794.0,33454.0,42449.0,52028.0,3011.0,39967.0,48779.0,59332.0,1330.0,4715.0,4009.0,2232.0
2084,284400,SUNY at Fredonia,Fredonia,NY,7,Masters,0,5,32953.0,42716.0,50453.0,1329.0,41201.0,48387.0,57371.0,911.0,47591.0,56136.0,66076.0,433.0,1655.0,1186.0,611.0
2087,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,15722.0,21146.0,29534.0,337.0,24466.0,35197.0,46801.0,363.0,32687.0,43128.0,54417.0,146.0,703.0,569.0,281.0
2088,284400,SUNY at Fredonia,Fredonia,NY,7,Masters,0,5,20042.0,29685.0,42458.0,75.0,39801.0,48139.0,58673.0,65.0,40449.0,55693.0,64281.0,36.0,106.0,88.0,46.0
2092,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,17869.0,23535.0,31571.0,563.0,26394.0,38010.0,51065.0,554.0,33064.0,41441.0,59781.0,122.0,981.0,749.0,221.0
2093,284400,SUNY at Fredonia,Fredonia,NY,7,Masters,0,5,46254.0,52420.0,61516.0,76.0,49084.0,53358.0,67192.0,76.0,52420.0,59124.0,71391.0,54.0,115.0,103.0,76.0
2096,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,20225.0,27029.0,39701.0,117.0,37118.0,55512.0,76551.0,123.0,40449.0,57995.0,109763.0,44.0,259.0,180.0,87.0
2098,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,16972.0,22622.0,30275.0,614.0,28638.0,37445.0,48432.0,597.0,32640.0,45305.0,58503.0,251.0,1064.0,843.0,404.0
2100,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,18865.0,24739.0,30932.0,219.0,30160.0,38505.0,47008.0,155.0,28816.0,41193.0,53358.0,56.0,349.0,225.0,103.0
2101,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,18554.0,24604.0,32317.0,587.0,29685.0,40773.0,53900.0,598.0,37306.0,50939.0,76433.0,224.0,966.0,793.0,368.0
2102,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,16030.0,21779.0,29011.0,795.0,22786.0,33758.0,45867.0,745.0,27947.0,42868.0,60275.0,262.0,1588.0,1179.0,510.0
2105,284400,SUNY at Fredonia,Fredonia,NY,7,Masters,0,5,37138.0,45187.0,53747.0,311.0,42077.0,50068.0,62083.0,187.0,42363.0,52385.0,65982.0,96.0,430.0,278.0,153.0
2106,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,23093.0,31309.0,40776.0,1611.0,36194.0,48482.0,62988.0,1271.0,43224.0,58530.0,81596.0,443.0,2226.0,1629.0,694.0
2108,284400,SUNY at Fredonia,Fredonia,NY,5,Baccalaureate,0,3,16658.0,21775.0,28598.0,295.0,26523.0,36560.0,47308.0,307.0,32177.0,43240.0,60771.0,91.0,492.0,376.0,152.0
2110,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,21143.0,28478.0,37284.0,704.0,33344.0,45696.0,62508.0,662.0,43341.0,59846.0,85127.0,249.0,1129.0,898.0,453.0
2111,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,33886.0,49946.0,59350.0,131.0,55602.0,70179.0,95295.0,143.0,66259.0,86696.0,120443.0,81.0,240.0,224.0,154.0
2112,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,20191.0,28052.0,38976.0,2960.0,38312.0,47432.0,57902.0,3223.0,43754.0,53018.0,65658.0,1574.0,4120.0,3555.0,2185.0
2113,284500,SUNY College at Geneseo,Geneseo,NY,7,Masters,0,5,34466.0,43473.0,52321.0,1001.0,42602.0,50681.0,59079.0,611.0,47940.0,56979.0,65275.0,316.0,1140.0,770.0,474.0
2115,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,17452.0,24161.0,33388.0,536.0,30216.0,41713.0,56063.0,564.0,37883.0,52607.0,68705.0,206.0,978.0,745.0,331.0
2116,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,18499.0,24666.0,32706.0,677.0,36459.0,51450.0,66913.0,899.0,51975.0,72639.0,108092.0,336.0,1787.0,1312.0,530.0
2117,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,21508.0,32045.0,45579.0,351.0,40366.0,57005.0,76907.0,307.0,60878.0,77697.0,109763.0,76.0,541.0,356.0,123.0
2119,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,20245.0,26689.0,37338.0,304.0,39710.0,55964.0,73369.0,283.0,54109.0,79594.0,103078.0,96.0,640.0,437.0,176.0
2120,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,18379.0,24273.0,33118.0,973.0,31734.0,42227.0,54157.0,986.0,39784.0,53202.0,70509.0,372.0,1859.0,1377.0,660.0
2121,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,19126.0,26487.0,37110.0,1286.0,33054.0,46078.0,62202.0,1354.0,45671.0,61832.0,90079.0,488.0,2431.0,1802.0,797.0
2122,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,17776.0,22793.0,29188.0,242.0,24834.0,35416.0,47650.0,269.0,28598.0,41342.0,62829.0,140.0,476.0,411.0,207.0
2123,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,13979.0,18035.0,22560.0,43.0,36533.0,48198.0,61702.0,103.0,47650.0,58943.0,72084.0,34.0,327.0,303.0,178.0
2124,284500,SUNY College at Geneseo,Geneseo,NY,7,Masters,0,5,37693.0,44249.0,51804.0,234.0,41956.0,50752.0,61782.0,199.0,46556.0,57318.0,68251.0,73.0,273.0,224.0,109.0
2125,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,26052.0,36466.0,48535.0,1684.0,44683.0,58713.0,75419.0,1554.0,57995.0,77738.0,106284.0,608.0,2433.0,1978.0,966.0
2127,284500,SUNY College at Geneseo,Geneseo,NY,5,Baccalaureate,0,3,16081.0,21881.0,31628.0,276.0,30010.0,45778.0,61962.0,374.0,43392.0,56999.0,72401.0,129.0,690.0,547.0,271.0
2128,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,19408.0,26329.0,36938.0,293.0,29685.0,40874.0,54477.0,246.0,40233.0,54855.0,69519.0,91.0,524.0,369.0,148.0
2129,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,19818.0,27554.0,36557.0,1562.0,32386.0,43806.0,59111.0,1383.0,41314.0,59323.0,80525.0,635.0,1744.0,1191.0,522.0
2130,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,28734.0,44728.0,58673.0,145.0,47553.0,66426.0,79973.0,114.0,69519.0,84653.0,110320.0,57.0,253.0,204.0,147.0
2131,284600,State University of New York at New Paltz,New Paltz,NY,7,Masters,0,5,42806.0,65486.0,81456.0,99.0,61516.0,78013.0,91259.0,83.0,57995.0,72639.0,110878.0,38.0,307.0,229.0,96.0
2133,284600,State University of New York at New Paltz,New Paltz,NY,7,Masters,0,5,36086.0,53424.0,66482.0,3286.0,51204.0,65290.0,78903.0,2271.0,62231.0,76494.0,93319.0,1058.0,4647.0,3384.0,1903.0
2134,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,32391.0,52707.0,66581.0,223.0,56447.0,74694.0,91117.0,167.0,63253.0,90856.0,114781.0,97.0,332.0,254.0,139.0
2137,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,18203.0,24134.0,33235.0,669.0,28323.0,40117.0,53193.0,682.0,33253.0,49324.0,68109.0,285.0,1417.0,1100.0,464.0
2138,284600,State University of New York at New Paltz,New Paltz,NY,7,Masters,0,5,21329.0,32611.0,51482.0,146.0,34526.0,57318.0,76116.0,102.0,39369.0,74915.0,100404.0,31.0,249.0,150.0,50.0
2140,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,19391.0,27190.0,38118.0,297.0,36871.0,50760.0,66995.0,326.0,44790.0,63898.0,96072.0,147.0,714.0,552.0,260.0
2142,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,22444.0,32467.0,45752.0,138.0,39369.0,53775.0,73723.0,108.0,43519.0,58303.0,76749.0,59.0,229.0,169.0,87.0
2145,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,21696.0,29840.0,44037.0,151.0,36039.0,49814.0,63470.0,147.0,39369.0,79278.0,105585.0,53.0,318.0,213.0,85.0
2147,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,18186.0,24799.0,34128.0,927.0,29072.0,40537.0,54337.0,875.0,38018.0,55512.0,73926.0,349.0,1771.0,1304.0,619.0
2148,284600,State University of New York at New Paltz,New Paltz,NY,7,Masters,0,5,22602.0,36848.0,51857.0,55.0,30771.0,47260.0,57544.0,35.0,43798.0,52941.0,76433.0,30.0,99.0,68.0,45.0
2149,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,19251.0,27086.0,36514.0,1324.0,30157.0,42313.0,56276.0,1156.0,37653.0,54755.0,76233.0,488.0,2678.0,1982.0,871.0
2151,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,17902.0,24017.0,33687.0,1224.0,26591.0,37086.0,50787.0,1183.0,32111.0,49443.0,70624.0,490.0,2594.0,1987.0,910.0
2152,284600,State University of New York at New Paltz,New Paltz,NY,7,Masters,0,5,25615.0,38857.0,56043.0,194.0,33672.0,50856.0,68926.0,137.0,32925.0,51482.0,70143.0,41.0,380.0,259.0,100.0
2154,284600,State University of New York at New Paltz,New Paltz,NY,7,Masters,0,5,38289.0,47944.0,64608.0,396.0,51256.0,64672.0,88158.0,233.0,49605.0,72639.0,91744.0,48.0,302.0,142.0,45.0
2155,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,25616.0,34764.0,45217.0,1976.0,40669.0,54093.0,70988.0,1648.0,47885.0,66708.0,96593.0,670.0,3277.0,2461.0,1120.0
2156,284600,State University of New York at New Paltz,New Paltz,NY,7,Masters,0,5,37693.0,50481.0,67863.0,370.0,53567.0,70229.0,93076.0,237.0,61268.0,82071.0,112628.0,93.0,672.0,456.0,237.0
2157,284600,State University of New York at New Paltz,New Paltz,NY,5,Baccalaureate,0,3,17207.0,24407.0,34440.0,405.0,28149.0,41312.0,54794.0,401.0,35381.0,53858.0,77144.0,161.0,745.0,565.0,220.0
2158,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,20989.0,28753.0,36992.0,148.0,31423.0,45794.0,57110.0,116.0,40449.0,53775.0,69976.0,36.0,232.0,160.0,70.0
2161,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,20761.0,28402.0,36722.0,1317.0,33958.0,45588.0,61048.0,1157.0,40039.0,60751.0,87710.0,417.0,925.0,549.0,165.0
2162,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,29986.0,41406.0,54531.0,109.0,37640.0,60714.0,75010.0,91.0,66814.0,84021.0,122038.0,50.0,173.0,141.0,84.0
2164,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,19310.0,26616.0,37485.0,2552.0,36226.0,46817.0,59877.0,2403.0,43711.0,54936.0,73043.0,995.0,2710.0,2036.0,1339.0
2165,284700,"State University of New York, College at Oneonta",Oneonta,NY,7,Masters,0,5,29870.0,41437.0,50409.0,469.0,42240.0,48547.0,57076.0,273.0,46556.0,54609.0,63005.0,148.0,587.0,411.0,248.0
2167,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,20995.0,28972.0,38786.0,1345.0,31148.0,43330.0,57717.0,1106.0,35105.0,51403.0,74441.0,393.0,2050.0,1488.0,686.0
2169,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,18099.0,23623.0,30983.0,449.0,35564.0,49239.0,71024.0,417.0,43696.0,61020.0,84653.0,120.0,877.0,565.0,187.0
2171,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,19403.0,27181.0,40598.0,170.0,32103.0,45696.0,63129.0,167.0,35594.0,49605.0,75484.0,50.0,278.0,190.0,57.0
2174,284700,"State University of New York, College at Oneonta",Oneonta,NY,7,Masters,0,5,30092.0,36398.0,44244.0,201.0,34105.0,43696.0,59193.0,128.0,37748.0,55964.0,77381.0,54.0,284.0,210.0,89.0
2176,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,19997.0,28726.0,41990.0,311.0,33037.0,47169.0,64397.0,285.0,51899.0,71213.0,93608.0,107.0,492.0,351.0,146.0
2178,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,18212.0,24421.0,32080.0,842.0,28991.0,39711.0,51763.0,797.0,36128.0,51781.0,69054.0,312.0,1494.0,1114.0,532.0
2179,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,20041.0,26398.0,35908.0,435.0,35891.0,47502.0,62228.0,298.0,43519.0,57318.0,80669.0,43.0,600.0,344.0,39.0
2181,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,18402.0,24886.0,32553.0,719.0,31871.0,42215.0,56690.0,665.0,35914.0,48715.0,73303.0,285.0,1291.0,989.0,492.0
2183,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,19337.0,26465.0,33250.0,246.0,36926.0,47583.0,57850.0,245.0,44914.0,53894.0,66933.0,60.0,438.0,315.0,103.0
2185,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,24293.0,33834.0,43762.0,1090.0,40295.0,53750.0,70296.0,943.0,47692.0,69881.0,102049.0,369.0,1694.0,1335.0,704.0
2187,284700,"State University of New York, College at Oneonta",Oneonta,NY,5,Baccalaureate,0,3,17323.0,22757.0,32134.0,273.0,28478.0,39504.0,56693.0,292.0,40269.0,54417.0,77618.0,143.0,491.0,415.0,191.0
2191,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,25743.0,38865.0,54520.0,370.0,43798.0,58378.0,76077.0,314.0,53593.0,73271.0,97204.0,215.0,577.0,506.0,364.0
2193,284800,State University of New York at Oswego,Oswego,NY,7,Masters,0,5,30877.0,46040.0,56887.0,2909.0,43619.0,52995.0,63923.0,2201.0,49465.0,57721.0,69184.0,1014.0,3747.0,2894.0,1511.0
2196,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,16485.0,22508.0,29406.0,452.0,24925.0,35500.0,49512.0,463.0,33162.0,46701.0,60552.0,178.0,935.0,691.0,329.0
2199,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,17062.0,22595.0,31585.0,622.0,27044.0,39221.0,56432.0,549.0,35563.0,49425.0,71668.0,195.0,1125.0,794.0,342.0
2205,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,19994.0,27451.0,36472.0,289.0,36573.0,47907.0,62685.0,243.0,45660.0,67979.0,100153.0,123.0,551.0,385.0,187.0
2207,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,17811.0,23327.0,30999.0,1129.0,28777.0,37671.0,49686.0,1055.0,34801.0,47828.0,61997.0,403.0,2069.0,1515.0,717.0
2208,284800,State University of New York at Oswego,Oswego,NY,7,Masters,0,5,44399.0,52107.0,58402.0,90.0,47455.0,56810.0,66481.0,93.0,54192.0,64196.0,75484.0,35.0,140.0,129.0,65.0
2209,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,20213.0,27957.0,36435.0,875.0,33083.0,44876.0,61582.0,717.0,38937.0,53497.0,75278.0,300.0,1291.0,978.0,476.0
2210,284800,State University of New York at Oswego,Oswego,NY,7,Masters,0,5,31042.0,38289.0,51065.0,121.0,34831.0,45070.0,53879.0,99.0,41379.0,55286.0,68756.0,53.0,121.0,121.0,76.0
2211,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,18339.0,24366.0,34199.0,496.0,29779.0,38640.0,54073.0,400.0,34055.0,47260.0,66148.0,155.0,889.0,647.0,306.0
2214,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,23945.0,32838.0,42880.0,3146.0,37017.0,49184.0,64724.0,2476.0,44858.0,62965.0,87503.0,929.0,4744.0,3529.0,1621.0
2215,284800,State University of New York at Oswego,Oswego,NY,7,Masters,0,5,37819.0,49843.0,68876.0,312.0,47963.0,65982.0,82685.0,142.0,63005.0,80226.0,102409.0,52.0,627.0,269.0,135.0
2216,284800,State University of New York at Oswego,Oswego,NY,5,Baccalaureate,0,3,17262.0,22952.0,29624.0,310.0,25953.0,37335.0,51726.0,305.0,35995.0,47930.0,65180.0,131.0,614.0,478.0,218.0
2218,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,19550.0,26528.0,37316.0,371.0,28075.0,42451.0,57047.0,350.0,40449.0,57017.0,72269.0,144.0,699.0,564.0,313.0
2222,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,23207.0,32925.0,45919.0,172.0,44356.0,59288.0,79413.0,143.0,60275.0,77855.0,97262.0,69.0,307.0,225.0,148.0
2223,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,17650.0,24164.0,33367.0,1291.0,31234.0,43117.0,54406.0,1458.0,42147.0,52669.0,65080.0,796.0,2393.0,2159.0,1351.0
2224,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,7,Masters,0,5,27317.0,41651.0,53308.0,2024.0,40854.0,51758.0,62413.0,1637.0,47498.0,59737.0,70327.0,769.0,3016.0,2171.0,1140.0
2226,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,19075.0,24818.0,32368.0,237.0,27633.0,35760.0,46380.0,211.0,33022.0,43128.0,55964.0,76.0,393.0,300.0,133.0
2229,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,7,Masters,0,5,31758.0,52107.0,79594.0,155.0,40233.0,54315.0,73904.0,130.0,43054.0,56979.0,85022.0,59.0,235.0,205.0,112.0
2231,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,16345.0,21964.0,29685.0,72.0,35254.0,47553.0,58165.0,71.0,54296.0,63377.0,82993.0,35.0,218.0,151.0,61.0
2235,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,19719.0,32514.0,44914.0,144.0,36368.0,52107.0,66648.0,98.0,45500.0,58673.0,68478.0,34.0,270.0,188.0,80.0
2236,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,18014.0,24283.0,31872.0,739.0,28747.0,40611.0,52769.0,667.0,38761.0,53404.0,71743.0,239.0,1324.0,998.0,413.0
2237,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,20099.0,27253.0,36398.0,849.0,33970.0,45778.0,63619.0,661.0,41751.0,61281.0,87377.0,214.0,1277.0,925.0,384.0
2238,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,20262.0,26378.0,34389.0,249.0,32719.0,42682.0,51866.0,205.0,38108.0,49425.0,61888.0,87.0,405.0,313.0,165.0
2239,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,18771.0,25367.0,34851.0,589.0,28632.0,40724.0,51877.0,583.0,37913.0,51006.0,70067.0,234.0,1213.0,975.0,509.0
2246,284900,State University of New York College at Plattsburgh,Plattsburgh,NY,5,Baccalaureate,0,3,15464.0,21724.0,30554.0,186.0,27429.0,39129.0,56979.0,171.0,39801.0,57318.0,78871.0,69.0,387.0,279.0,108.0
2252,285000,State University of New York College at Potsdam,Potsdam,NY,7,Masters,0,5,24840.0,38262.0,49984.0,2685.0,39273.0,48081.0,57455.0,1996.0,45195.0,53555.0,63892.0,1085.0,5151.0,4045.0,2211.0
2253,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,15695.0,20734.0,41087.0,80.0,29413.0,41007.0,53045.0,83.0,40821.0,49270.0,59576.0,37.0,172.0,132.0,62.0
2254,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,16553.0,21799.0,29647.0,347.0,27236.0,37991.0,47828.0,414.0,31021.0,45275.0,57149.0,190.0,927.0,735.0,359.0
2256,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,18266.0,23315.0,31495.0,233.0,27319.0,45076.0,57920.0,224.0,44691.0,54817.0,65344.0,75.0,498.0,355.0,155.0
2257,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,19439.0,25411.0,36533.0,173.0,34099.0,45328.0,57521.0,177.0,41844.0,54910.0,67646.0,89.0,399.0,314.0,167.0
2261,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,22523.0,33500.0,47397.0,192.0,37054.0,49605.0,65524.0,180.0,37748.0,55151.0,75721.0,51.0,335.0,252.0,103.0
2262,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,17859.0,22957.0,29906.0,457.0,27465.0,37424.0,48342.0,478.0,32760.0,44821.0,59834.0,223.0,1018.0,806.0,460.0
2263,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,19744.0,25426.0,34882.0,169.0,36377.0,50439.0,64890.0,131.0,43054.0,58221.0,81111.0,42.0,284.0,202.0,88.0
2265,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,16728.0,21848.0,29064.0,538.0,24267.0,34031.0,46532.0,596.0,31495.0,42002.0,54238.0,224.0,1344.0,986.0,415.0
2268,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,20830.0,28805.0,38061.0,618.0,33645.0,45109.0,61122.0,547.0,37883.0,54609.0,76749.0,238.0,999.0,796.0,380.0
2270,285000,State University of New York College at Potsdam,Potsdam,NY,5,Baccalaureate,0,3,15918.0,21425.0,29120.0,259.0,26283.0,38914.0,49433.0,313.0,33859.0,46899.0,58513.0,147.0,615.0,502.0,249.0
2271,285100,SUNY College of Environment Science & Forestry,Syracuse,NY,3,Associates,0,5,19486.0,26570.0,36640.0,211.0,28827.0,39198.0,54192.0,191.0,34908.0,50856.0,69008.0,92.0,510.0,309.0,177.0
2272,285100,SUNY College of Environment Science & Forestry,Syracuse,NY,5,Baccalaureate,0,3,19364.0,26944.0,36676.0,779.0,31076.0,42682.0,56783.0,675.0,42193.0,56484.0,73943.0,261.0,1941.0,1549.0,1021.0
2273,285100,SUNY College of Environment Science & Forestry,Syracuse,NY,7,Masters,0,5,28404.0,41353.0,54438.0,371.0,41044.0,55663.0,71530.0,240.0,51169.0,68894.0,84210.0,114.0,713.0,491.0,334.0
2275,285100,SUNY College of Environment Science & Forestry,Syracuse,NY,5,Baccalaureate,0,3,25870.0,36313.0,45647.0,313.0,34828.0,46642.0,61161.0,228.0,42012.0,61380.0,80384.0,95.0,464.0,357.0,170.0
2282,285100,SUNY College of Environment Science & Forestry,Syracuse,NY,7,Masters,0,5,25101.0,35249.0,47122.0,260.0,37508.0,49191.0,60854.0,159.0,45852.0,61350.0,78962.0,64.0,293.0,153.0,22.0
2288,285300,SUNY Maritime College,Bronx,NY,5,Baccalaureate,0,3,56081.0,69823.0,86459.0,755.0,75484.0,96397.0,117437.0,572.0,93342.0,114986.0,140922.0,184.0,1312.0,911.0,352.0
2295,285300,SUNY Maritime College,Bronx,NY,7,Masters,0,5,49996.0,65790.0,94408.0,366.0,68756.0,90264.0,120414.0,208.0,70143.0,114480.0,169894.0,78.0,965.0,628.0,300.0
2296,285400,SUNY College of Technology at Alfred,Alfred,NY,3,Associates,0,5,18909.0,24841.0,30830.0,465.0,23468.0,30333.0,40656.0,331.0,25194.0,32634.0,45794.0,122.0,753.0,468.0,224.0
2299,285400,SUNY College of Technology at Alfred,Alfred,NY,3,Associates,0,5,18706.0,27822.0,38529.0,124.0,31223.0,45531.0,59100.0,197.0,39189.0,56867.0,79881.0,122.0,384.0,318.0,215.0
2306,285400,SUNY College of Technology at Alfred,Alfred,NY,3,Associates,0,5,15455.0,21686.0,28302.0,112.0,20738.0,26353.0,33582.0,115.0,23108.0,28598.0,35213.0,46.0,202.0,202.0,102.0
2309,285400,SUNY College of Technology at Alfred,Alfred,NY,3,Associates,0,5,14389.0,19171.0,25838.0,268.0,21690.0,30097.0,42242.0,451.0,27280.0,40179.0,55594.0,164.0,1190.0,817.0,372.0
2315,285400,SUNY College of Technology at Alfred,Alfred,NY,3,Associates,0,5,21477.0,28563.0,37023.0,826.0,30831.0,41780.0,54364.0,517.0,39801.0,51273.0,65170.0,170.0,1447.0,874.0,415.0
2319,285400,SUNY College of Technology at Alfred,Alfred,NY,3,Associates,0,5,27660.0,37141.0,46616.0,267.0,36128.0,44606.0,53739.0,176.0,37748.0,56157.0,69727.0,62.0,238.0,125.0,69.0
2323,285400,SUNY College of Technology at Alfred,Alfred,NY,3,Associates,0,5,35846.0,46822.0,55605.0,802.0,39801.0,53608.0,65508.0,442.0,42458.0,55464.0,65424.0,122.0,1000.0,587.0,236.0
2326,285400,SUNY College of Technology at Alfred,Alfred,NY,3,Associates,0,5,16197.0,21038.0,26579.0,221.0,24975.0,34819.0,44422.0,311.0,30460.0,43712.0,56566.0,119.0,746.0,500.0,250.0
2328,285500,State University of New York College of Technology at Canton,Canton,NY,3,Associates,0,5,19150.0,24788.0,30590.0,358.0,24697.0,31585.0,41694.0,235.0,28598.0,39909.0,49312.0,77.0,563.0,343.0,142.0
2332,285500,State University of New York College of Technology at Canton,Canton,NY,3,Associates,0,5,16962.0,24164.0,35060.0,79.0,27784.0,40449.0,51551.0,82.0,39909.0,54609.0,86867.0,34.0,204.0,132.0,68.0
