,institution,school_name,city,institution_state,degree_level,degree_type,grad_cohort,grad_cohort_years,y1_p25_earnings,y1_p50_earnings,y1_p75_earnings,y1_grads_earn,y5_p25_earnings,y5_p50_earnings,y5_p75_earnings,y5_grads_earn,y10_p25_earnings,y10_p50_earnings,y10_p75_earnings,y10_grads_earn,y1_ipeds_count,y5_ipeds_count,y10_ipeds_count
2334,285500,State University of New York College of Technology at Canton,Canton,NY,3,Associates,0,5,16385.0,20710.0,25122.0,69.0,24697.0,30305.0,44356.0,70.0,30336.0,50439.0,72084.0,41.0,152.0,152.0,72.0
2342,285500,State University of New York College of Technology at Canton,Canton,NY,3,Associates,0,5,15999.0,21465.0,30213.0,376.0,23077.0,32839.0,46908.0,465.0,27126.0,41119.0,54214.0,210.0,1229.0,843.0,427.0
2345,285500,State University of New York College of Technology at Canton,Canton,NY,3,Associates,0,5,15878.0,21593.0,29397.0,397.0,26704.0,40735.0,55870.0,445.0,37748.0,54275.0,73904.0,166.0,1078.0,661.0,268.0
2348,285500,State University of New York College of Technology at Canton,Canton,NY,2,Certificate 1-2 years,0,5,18429.0,25387.0,35975.0,169.0,29685.0,43128.0,55512.0,120.0,39153.0,53699.0,75349.0,78.0,306.0,182.0,140.0
2350,285500,State University of New York College of Technology at Canton,Canton,NY,2,Certificate 1-2 years,0,5,18385.0,26307.0,35563.0,225.0,25967.0,38289.0,50060.0,176.0,28115.0,48823.0,69033.0,69.0,349.0,217.0,81.0
2354,285500,State University of New York College of Technology at Canton,Canton,NY,3,Associates,0,5,31602.0,45880.0,57101.0,901.0,41612.0,58034.0,68639.0,501.0,43957.0,57963.0,70468.0,150.0,1185.0,663.0,296.0
2357,285500,State University of New York College of Technology at Canton,Canton,NY,3,Associates,0,5,16898.0,23475.0,32731.0,369.0,24134.0,31133.0,42235.0,404.0,25396.0,36810.0,53108.0,214.0,970.0,727.0,424.0
2360,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,5,Baccalaureate,0,3,21930.0,31671.0,42573.0,1120.0,30673.0,41551.0,55342.0,887.0,37267.0,50510.0,69991.0,399.0,1722.0,1299.0,685.0
2361,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,3,Associates,0,5,17652.0,25194.0,31660.0,112.0,27675.0,35546.0,47846.0,115.0,42309.0,52663.0,75958.0,57.0,274.0,196.0,105.0
2365,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,3,Associates,0,5,16213.0,24659.0,39369.0,94.0,32865.0,42419.0,54430.0,137.0,40209.0,61728.0,90412.0,86.0,311.0,270.0,192.0
2367,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,3,Associates,0,5,17353.0,21943.0,30643.0,147.0,22192.0,30843.0,39078.0,149.0,26684.0,32772.0,41844.0,55.0,428.0,281.0,142.0
2371,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,3,Associates,0,5,14431.0,19856.0,27234.0,158.0,20043.0,25352.0,33083.0,241.0,28133.0,35843.0,50760.0,128.0,620.0,483.0,306.0
2372,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,3,Associates,0,5,14597.0,19162.0,24274.0,231.0,22944.0,32416.0,43375.0,435.0,31382.0,42580.0,61888.0,205.0,1055.0,755.0,386.0
2378,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,3,Associates,0,5,14257.0,19227.0,25426.0,46.0,24190.0,31702.0,42377.0,97.0,28381.0,39585.0,52941.0,36.0,179.0,125.0,56.0
2381,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,3,Associates,0,5,32342.0,41147.0,46780.0,89.0,42682.0,47595.0,55512.0,34.0,47260.0,65982.0,77697.0,32.0,109.0,50.0,29.0
2383,285600,SUNY College of Agriculture & Technology at Cobleskill,Cobleskill,NY,3,Associates,0,5,17820.0,24615.0,37883.0,266.0,25521.0,33680.0,47395.0,341.0,30092.0,46254.0,66238.0,138.0,769.0,589.0,300.0
2386,285700,SUNY College of Technology at Delhi,Delhi,NY,3,Associates,0,5,19983.0,25941.0,32783.0,717.0,26588.0,34526.0,43316.0,541.0,29775.0,39585.0,52696.0,222.0,1245.0,822.0,433.0
2389,285700,SUNY College of Technology at Delhi,Delhi,NY,3,Associates,0,5,15629.0,22666.0,33701.0,73.0,28236.0,39969.0,51356.0,134.0,37208.0,49019.0,78962.0,70.0,292.0,224.0,123.0
2391,285700,SUNY College of Technology at Delhi,Delhi,NY,3,Associates,0,5,15429.0,20428.0,29141.0,132.0,22493.0,31946.0,39669.0,153.0,29685.0,42682.0,60027.0,56.0,368.0,226.0,93.0
2396,285700,SUNY College of Technology at Delhi,Delhi,NY,3,Associates,0,5,15861.0,21768.0,30848.0,342.0,22355.0,31067.0,43732.0,428.0,29429.0,44319.0,65734.0,190.0,1298.0,772.0,378.0
2400,285700,SUNY College of Technology at Delhi,Delhi,NY,2,Certificate 1-2 years,0,5,18176.0,24383.0,31469.0,105.0,30186.0,40974.0,51880.0,112.0,34259.0,48600.0,69643.0,65.0,346.0,305.0,226.0
2401,285700,SUNY College of Technology at Delhi,Delhi,NY,3,Associates,0,5,21458.0,29425.0,41687.0,613.0,31900.0,44200.0,63111.0,406.0,45618.0,66981.0,102521.0,111.0,933.0,599.0,232.0
2402,285700,SUNY College of Technology at Delhi,Delhi,NY,2,Certificate 1-2 years,0,5,15837.0,21964.0,39909.0,82.0,30047.0,48935.0,63501.0,90.0,39369.0,55286.0,71391.0,59.0,193.0,179.0,115.0
2403,285700,SUNY College of Technology at Delhi,Delhi,NY,3,Associates,0,5,22071.0,26933.0,37157.0,216.0,29290.0,39452.0,52990.0,130.0,38289.0,55693.0,65486.0,38.0,323.0,202.0,95.0
2407,285700,SUNY College of Technology at Delhi,Delhi,NY,3,Associates,0,5,43855.0,55388.0,64514.0,467.0,48385.0,62869.0,76433.0,314.0,53497.0,68542.0,86424.0,112.0,557.0,384.0,169.0
2410,285700,SUNY College of Technology at Delhi,Delhi,NY,3,Associates,0,5,15887.0,21564.0,28679.0,299.0,24574.0,32847.0,44077.0,375.0,31314.0,43723.0,62317.0,208.0,1016.0,689.0,356.0
2413,285800,State University of New York at Farmingdale,Farmingdale,NY,3,Associates,0,5,21757.0,35653.0,54192.0,166.0,30590.0,50105.0,68414.0,137.0,41379.0,53537.0,72362.0,57.0,345.0,262.0,144.0
2417,285800,State University of New York at Farmingdale,Farmingdale,NY,3,Associates,0,5,18634.0,33993.0,46267.0,85.0,37448.0,51857.0,67344.0,107.0,54192.0,70335.0,94788.0,77.0,231.0,230.0,201.0
2420,285800,State University of New York at Farmingdale,Farmingdale,NY,3,Associates,0,5,27675.0,37613.0,54296.0,163.0,38289.0,59666.0,84063.0,198.0,62508.0,79214.0,114098.0,90.0,360.0,312.0,191.0
2423,285800,State University of New York at Farmingdale,Farmingdale,NY,3,Associates,0,5,15501.0,21178.0,31268.0,1067.0,27335.0,38151.0,53531.0,1100.0,38973.0,55286.0,77340.0,447.0,2921.0,1856.0,877.0
2425,285800,State University of New York at Farmingdale,Farmingdale,NY,5,Baccalaureate,0,3,22907.0,32765.0,41819.0,349.0,36710.0,52286.0,78751.0,243.0,41565.0,62409.0,90856.0,34.0,554.0,341.0,26.0
2430,285800,State University of New York at Farmingdale,Farmingdale,NY,3,Associates,0,5,21041.0,30946.0,44108.0,301.0,37594.0,54040.0,72026.0,271.0,48432.0,74915.0,109206.0,103.0,578.0,441.0,215.0
2435,285800,State University of New York at Farmingdale,Farmingdale,NY,5,Baccalaureate,0,3,25652.0,34793.0,49122.0,315.0,44914.0,59350.0,78475.0,200.0,49784.0,85391.0,114223.0,105.0,446.0,323.0,188.0
2439,285800,State University of New York at Farmingdale,Farmingdale,NY,3,Associates,0,5,43328.0,63209.0,81997.0,1688.0,53679.0,74070.0,94599.0,1225.0,50414.0,78400.0,98641.0,367.0,2215.0,1616.0,606.0
2442,285800,State University of New York at Farmingdale,Farmingdale,NY,3,Associates,0,5,22648.0,36344.0,52342.0,345.0,34882.0,51093.0,66750.0,368.0,41007.0,57705.0,78329.0,176.0,754.0,685.0,436.0
2447,285900,SUNY College of Agriculture & Technology at Morrisville,Morrisville,NY,3,Associates,0,5,17403.0,27239.0,38649.0,124.0,26353.0,37328.0,47699.0,126.0,35327.0,43899.0,58071.0,73.0,336.0,237.0,155.0
2458,285900,SUNY College of Agriculture & Technology at Morrisville,Morrisville,NY,3,Associates,0,5,15150.0,20458.0,28133.0,512.0,22876.0,30604.0,42066.0,736.0,27055.0,38289.0,53116.0,353.0,1878.0,1409.0,811.0
2468,285900,SUNY College of Agriculture & Technology at Morrisville,Morrisville,NY,3,Associates,0,5,22378.0,29757.0,38402.0,404.0,33484.0,43054.0,54453.0,364.0,38289.0,52107.0,68894.0,130.0,693.0,481.0,209.0
2469,285900,SUNY College of Agriculture & Technology at Morrisville,Morrisville,NY,5,Baccalaureate,0,3,28935.0,36128.0,45500.0,170.0,40351.0,49299.0,61516.0,127.0,49019.0,63005.0,80964.0,31.0,189.0,140.0,29.0
2487,286000,Adirondack Community College - SUNY Office of Community Colleges,Queensbury,NY,3,Associates,0,5,16241.0,21761.0,30591.0,1268.0,22011.0,30801.0,41238.0,1207.0,29105.0,41007.0,56968.0,534.0,3353.0,2141.0,1122.0
2490,286000,Adirondack Community College - SUNY Office of Community Colleges,Queensbury,NY,3,Associates,0,5,19182.0,27657.0,38597.0,240.0,27396.0,40449.0,57657.0,182.0,33281.0,54609.0,75484.0,60.0,503.0,291.0,138.0
2499,286100,Cayuga Community College - SUNY Office of Community College,Auburn,NY,3,Associates,0,5,20025.0,29685.0,42682.0,150.0,33592.0,44711.0,59180.0,101.0,41286.0,60027.0,79684.0,50.0,246.0,152.0,94.0
2504,286100,Cayuga Community College - SUNY Office of Community College,Auburn,NY,3,Associates,0,5,15348.0,20933.0,28629.0,1286.0,21249.0,29774.0,42220.0,1305.0,27850.0,39275.0,55320.0,563.0,3679.0,2286.0,1060.0
2506,286100,Cayuga Community College - SUNY Office of Community College,Auburn,NY,3,Associates,0,5,17262.0,23784.0,31169.0,514.0,24546.0,34967.0,50414.0,393.0,29685.0,47473.0,71530.0,132.0,996.0,576.0,229.0
2510,286100,Cayuga Community College - SUNY Office of Community College,Auburn,NY,3,Associates,0,5,43559.0,53175.0,62310.0,513.0,48679.0,61303.0,73054.0,309.0,48139.0,64990.0,82292.0,126.0,619.0,409.0,206.0
2512,286100,Cayuga Community College - SUNY Office of Community College,Auburn,NY,3,Associates,0,5,19284.0,26662.0,37064.0,609.0,26077.0,36404.0,48846.0,446.0,28210.0,38829.0,52357.0,165.0,1078.0,716.0,320.0
2514,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,14759.0,19413.0,25323.0,162.0,21256.0,28120.0,39535.0,187.0,24035.0,37808.0,49154.0,85.0,377.0,250.0,176.0
2517,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,18771.0,27011.0,37720.0,252.0,26933.0,40449.0,58402.0,202.0,38289.0,54609.0,75958.0,94.0,448.0,316.0,205.0
2518,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,15758.0,22534.0,33077.0,84.0,45867.0,56043.0,67813.0,141.0,55015.0,73452.0,84337.0,63.0,294.0,204.0,103.0
2520,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,22430.0,31495.0,42300.0,397.0,34337.0,47079.0,58856.0,344.0,41870.0,60027.0,76622.0,174.0,923.0,640.0,323.0
2522,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,14899.0,19030.0,22358.0,90.0,17966.0,22393.0,27965.0,55.0,19866.0,24730.0,35416.0,30.0,171.0,129.0,62.0
2524,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,18232.0,25093.0,35740.0,156.0,23050.0,29232.0,37100.0,115.0,30554.0,35740.0,46087.0,46.0,302.0,211.0,102.0
2526,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,15497.0,20772.0,28325.0,1892.0,21604.0,30117.0,43082.0,2037.0,28394.0,40580.0,54922.0,776.0,5715.0,3579.0,1562.0
2533,286200,SUNY Broome Community College,Binghamton,NY,2,Certificate 1-2 years,0,5,18121.0,23538.0,30213.0,236.0,23475.0,30288.0,44495.0,147.0,29141.0,49883.0,62260.0,49.0,406.0,228.0,81.0
2534,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,30989.0,43561.0,55697.0,2097.0,37548.0,51414.0,63783.0,1216.0,40945.0,55102.0,74484.0,400.0,2791.0,1733.0,773.0
2536,286200,SUNY Broome Community College,Binghamton,NY,3,Associates,0,5,18458.0,25788.0,37435.0,1174.0,27374.0,36409.0,50329.0,1059.0,33993.0,46321.0,63855.0,436.0,2344.0,1639.0,930.0
2547,286300,Corning Community College - SUNY Office of Community Colleges,Corning,NY,3,Associates,0,5,15559.0,21060.0,29832.0,1664.0,22208.0,31040.0,44903.0,1841.0,28387.0,40784.0,56804.0,826.0,4815.0,3254.0,1686.0
2551,286300,Corning Community College - SUNY Office of Community Colleges,Corning,NY,3,Associates,0,5,20523.0,31366.0,63625.0,447.0,35246.0,52865.0,79278.0,413.0,47440.0,62409.0,80907.0,172.0,728.0,558.0,267.0
2559,286300,Corning Community College - SUNY Office of Community Colleges,Corning,NY,3,Associates,0,5,44008.0,52178.0,65048.0,709.0,42417.0,54661.0,66981.0,451.0,48198.0,57860.0,76141.0,180.0,903.0,588.0,291.0
2561,286300,Corning Community College - SUNY Office of Community Colleges,Corning,NY,3,Associates,0,5,18597.0,25394.0,35856.0,718.0,25448.0,35779.0,49701.0,554.0,27338.0,40672.0,54794.0,233.0,1364.0,935.0,517.0
2562,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,16122.0,21834.0,28902.0,172.0,21819.0,32687.0,42623.0,163.0,23649.0,46087.0,72639.0,60.0,489.0,279.0,116.0
2568,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,27029.0,41565.0,57631.0,179.0,39849.0,52822.0,68705.0,138.0,50022.0,64791.0,84653.0,58.0,351.0,239.0,121.0
2571,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,18731.0,24456.0,32124.0,133.0,22534.0,28682.0,38694.0,93.0,26643.0,33993.0,50543.0,37.0,231.0,161.0,86.0
2573,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,22876.0,34621.0,46556.0,188.0,26469.0,38505.0,48784.0,99.0,36128.0,43426.0,61218.0,40.0,305.0,193.0,104.0
2575,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,16510.0,22558.0,31754.0,1502.0,24454.0,34289.0,47219.0,1544.0,33080.0,47575.0,66028.0,591.0,5081.0,2806.0,1399.0
2579,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,19448.0,27385.0,38387.0,512.0,31035.0,47494.0,70024.0,380.0,49136.0,74536.0,94940.0,110.0,998.0,552.0,197.0
2584,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,81433.0,91259.0,105465.0,188.0,85206.0,93628.0,103913.0,119.0,77110.0,88678.0,103592.0,65.0,256.0,187.0,115.0
2587,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,15552.0,21125.0,29581.0,204.0,20915.0,28870.0,40398.0,193.0,26546.0,37424.0,48693.0,51.0,631.0,366.0,158.0
2588,286400,Dutchess Community College,Poughkeepsie,NY,2,Certificate 1-2 years,0,5,20174.0,27745.0,36082.0,197.0,27512.0,36668.0,47260.0,116.0,28381.0,41087.0,51035.0,48.0,310.0,185.0,80.0
2589,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,43604.0,58294.0,73979.0,1219.0,51528.0,70027.0,87996.0,743.0,57860.0,82058.0,101645.0,240.0,1569.0,1002.0,453.0
2591,286400,Dutchess Community College,Poughkeepsie,NY,3,Associates,0,5,19605.0,29004.0,42485.0,1177.0,30363.0,42381.0,56279.0,1030.0,35309.0,51523.0,74622.0,405.0,2436.0,1605.0,779.0
2592,286600,Fashion Institute of Technology,New York,NY,3,Associates,0,5,17961.0,25461.0,39204.0,1111.0,34556.0,47572.0,62799.0,1106.0,45417.0,64394.0,88678.0,340.0,3306.0,1879.0,847.0
2596,286600,Fashion Institute of Technology,New York,NY,3,Associates,0,5,18882.0,27512.0,42025.0,244.0,38180.0,50742.0,66285.0,186.0,44914.0,65982.0,91744.0,48.0,975.0,711.0,403.0
2597,286600,Fashion Institute of Technology,New York,NY,5,Baccalaureate,0,3,30460.0,40787.0,49788.0,438.0,38366.0,53813.0,72040.0,321.0,41565.0,62508.0,87499.0,89.0,684.0,516.0,185.0
2599,286600,Fashion Institute of Technology,New York,NY,3,Associates,0,5,24748.0,35381.0,48872.0,137.0,35594.0,48237.0,65373.0,153.0,42682.0,58479.0,93076.0,92.0,288.0,288.0,239.0
2601,286600,Fashion Institute of Technology,New York,NY,3,Associates,0,5,18321.0,27883.0,41795.0,3070.0,33341.0,46913.0,61550.0,3754.0,42514.0,61875.0,83079.0,1296.0,11824.0,7453.0,3254.0
2602,286600,Fashion Institute of Technology,New York,NY,5,Baccalaureate,0,3,27321.0,37831.0,47633.0,3853.0,39082.0,54550.0,71353.0,2954.0,45934.0,68455.0,90779.0,900.0,6656.0,4900.0,1753.0
2605,286600,Fashion Institute of Technology,New York,NY,3,Associates,0,5,18294.0,27055.0,41127.0,3457.0,38163.0,50375.0,64566.0,3693.0,44660.0,64493.0,89888.0,1273.0,7839.0,4141.0,1273.0
2612,286700,SUNY Fulton-Montgomery Community College,Johnstown,NY,3,Associates,0,5,20761.0,31585.0,43160.0,91.0,30926.0,48563.0,69311.0,78.0,42123.0,81702.0,115339.0,35.0,221.0,138.0,83.0
2618,286700,SUNY Fulton-Montgomery Community College,Johnstown,NY,3,Associates,0,5,15629.0,19846.0,23938.0,73.0,19455.0,24983.0,34704.0,80.0,23069.0,35416.0,47650.0,41.0,188.0,135.0,75.0
2619,286700,SUNY Fulton-Montgomery Community College,Johnstown,NY,2,Certificate 1-2 years,0,5,19005.0,24970.0,30935.0,172.0,23156.0,28598.0,37797.0,123.0,22876.0,31133.0,41342.0,32.0,345.0,232.0,87.0
2620,286700,SUNY Fulton-Montgomery Community College,Johnstown,NY,3,Associates,0,5,16512.0,22312.0,29368.0,665.0,23749.0,32158.0,43010.0,679.0,29844.0,40355.0,55286.0,245.0,2175.0,1361.0,678.0
2626,286700,SUNY Fulton-Montgomery Community College,Johnstown,NY,3,Associates,0,5,18512.0,26399.0,34676.0,194.0,26620.0,34814.0,46380.0,122.0,26095.0,37928.0,55422.0,49.0,359.0,207.0,103.0
2633,286700,SUNY Fulton-Montgomery Community College,Johnstown,NY,3,Associates,0,5,37469.0,52188.0,63652.0,592.0,47053.0,61202.0,73796.0,351.0,53045.0,71391.0,87789.0,99.0,705.0,437.0,157.0
2635,286700,SUNY Fulton-Montgomery Community College,Johnstown,NY,3,Associates,0,5,19087.0,25850.0,36355.0,352.0,26317.0,36059.0,48130.0,283.0,30167.0,44914.0,63855.0,106.0,802.0,504.0,259.0
2642,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,22673.0,30409.0,44914.0,168.0,25991.0,36776.0,52858.0,99.0,28055.0,50856.0,65610.0,33.0,248.0,164.0,77.0
2644,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,14828.0,21660.0,33459.0,120.0,47620.0,59810.0,71999.0,194.0,66890.0,81997.0,97071.0,62.0,502.0,265.0,121.0
2647,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,16049.0,20780.0,26139.0,353.0,21328.0,26729.0,35060.0,315.0,23919.0,32772.0,45696.0,106.0,776.0,505.0,235.0
2649,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,16559.0,23120.0,33021.0,2587.0,25217.0,34695.0,47272.0,2650.0,33640.0,47094.0,64848.0,1100.0,6741.0,4512.0,2265.0
2655,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,18204.0,25149.0,34834.0,1047.0,28401.0,39707.0,54450.0,815.0,37136.0,52349.0,71807.0,286.0,2017.0,1192.0,506.0
2658,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,29804.0,42133.0,58277.0,738.0,41894.0,54609.0,77495.0,356.0,48286.0,63153.0,88250.0,119.0,966.0,517.0,221.0
2660,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,25959.0,35141.0,48415.0,1123.0,33859.0,46955.0,65023.0,681.0,45458.0,57572.0,74641.0,241.0,1538.0,970.0,414.0
2663,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,37300.0,51442.0,63820.0,2302.0,43210.0,58209.0,71280.0,1212.0,46143.0,62064.0,79067.0,418.0,3016.0,1769.0,866.0
2665,286800,Hudson Valley Community College,Troy,NY,3,Associates,0,5,19632.0,28613.0,41141.0,2235.0,29800.0,41036.0,54044.0,1909.0,38710.0,51433.0,70444.0,654.0,4331.0,2735.0,1187.0
2670,286900,Jamestown Community College,Jamestown,NY,3,Associates,0,5,21366.0,32874.0,47260.0,200.0,30703.0,42469.0,58311.0,199.0,36848.0,53984.0,74536.0,96.0,405.0,319.0,191.0
2677,286900,Jamestown Community College,Jamestown,NY,3,Associates,0,5,14972.0,20184.0,27747.0,1464.0,20837.0,29084.0,41121.0,1778.0,27233.0,39130.0,53019.0,817.0,4929.0,3282.0,1828.0
2693,286900,Jamestown Community College,Jamestown,NY,3,Associates,0,5,33599.0,46230.0,54171.0,1356.0,39897.0,52316.0,64103.0,729.0,44227.0,58142.0,72005.0,208.0,1641.0,911.0,338.0
2695,286900,Jamestown Community College,Jamestown,NY,3,Associates,0,5,17677.0,23657.0,34485.0,672.0,24886.0,33111.0,47225.0,577.0,29064.0,40002.0,61144.0,264.0,1322.0,888.0,472.0
2697,287000,Jefferson Community College,Watertown,NY,3,Associates,0,5,20140.0,31857.0,44418.0,96.0,25194.0,37856.0,47963.0,106.0,31042.0,46869.0,67646.0,61.0,210.0,195.0,133.0
2702,287000,Jefferson Community College,Watertown,NY,3,Associates,0,5,14410.0,18734.0,22876.0,112.0,17403.0,20423.0,24140.0,64.0,21234.0,30409.0,41789.0,30.0,258.0,158.0,76.0
2705,287000,Jefferson Community College,Watertown,NY,3,Associates,0,5,15215.0,20883.0,29035.0,1113.0,21988.0,31338.0,45767.0,1320.0,28690.0,41844.0,60292.0,688.0,4409.0,2902.0,1569.0
2708,287000,Jefferson Community College,Watertown,NY,3,Associates,0,5,16917.0,22158.0,28947.0,299.0,26202.0,37568.0,56716.0,254.0,29564.0,45207.0,77381.0,113.0,749.0,458.0,211.0
2711,287000,Jefferson Community College,Watertown,NY,3,Associates,0,5,30874.0,49550.0,64761.0,449.0,43493.0,60399.0,76129.0,206.0,42841.0,66285.0,79019.0,79.0,620.0,328.0,177.0
2713,287000,Jefferson Community College,Watertown,NY,3,Associates,0,5,17689.0,22590.0,29648.0,616.0,24803.0,33364.0,44602.0,500.0,27396.0,40449.0,55964.0,194.0,1532.0,926.0,473.0
2724,287100,"SUNY,Mohawk Valley Community College",Utica,NY,3,Associates,0,5,21545.0,29604.0,42682.0,256.0,42247.0,50677.0,62911.0,197.0,38649.0,58479.0,79467.0,86.0,477.0,302.0,152.0
2728,287100,"SUNY,Mohawk Valley Community College",Utica,NY,3,Associates,0,5,16129.0,21444.0,29230.0,1275.0,22747.0,31900.0,43318.0,1287.0,32334.0,44155.0,60155.0,489.0,4150.0,2448.0,1306.0
2732,287100,"SUNY,Mohawk Valley Community College",Utica,NY,3,Associates,0,5,18425.0,25375.0,35853.0,421.0,27973.0,37618.0,55547.0,330.0,36992.0,53984.0,70420.0,120.0,902.0,500.0,217.0
2738,287100,"SUNY,Mohawk Valley Community College",Utica,NY,2,Certificate 1-2 years,0,5,20938.0,27961.0,39585.0,244.0,27207.0,38153.0,53080.0,167.0,32342.0,45794.0,57469.0,77.0,229.0,104.0,38.0
2743,287100,"SUNY,Mohawk Valley Community College",Utica,NY,2,Certificate 1-2 years,0,5,20482.0,26669.0,35740.0,164.0,24421.0,30409.0,37208.0,48.0,20140.0,31857.0,48198.0,38.0,254.0,90.0,66.0
2746,287100,"SUNY,Mohawk Valley Community College",Utica,NY,3,Associates,0,5,18733.0,26073.0,36496.0,756.0,26906.0,36714.0,50727.0,558.0,32284.0,46165.0,63749.0,170.0,989.0,478.0,209.0
2748,287200,Monroe Community College,Rochester,NY,3,Associates,0,5,15270.0,20824.0,28381.0,336.0,22214.0,30952.0,40506.0,418.0,28236.0,39873.0,55422.0,186.0,956.0,664.0,320.0
2749,287200,Monroe Community College,Rochester,NY,3,Associates,0,5,15768.0,20798.0,26564.0,187.0,22101.0,27464.0,37002.0,207.0,24878.0,35060.0,44046.0,91.0,513.0,352.0,188.0
2754,287200,Monroe Community College,Rochester,NY,3,Associates,0,5,16278.0,21964.0,31462.0,268.0,46009.0,59206.0,70039.0,250.0,59060.0,76116.0,90291.0,95.0,606.0,349.0,166.0
